file,n_frames,hand_frames,adult_frames,max_ratio,mean_ratio,edge_frac,max_motion,pred,err
2026-07-01_12-08-33.mp4,12,1,1,0.2888642892649594,0.2888642892649594,0.0,30.70738410949707,1,
2026-07-09_17-43-16.mp4,12,1,1,0.3344064231474262,0.3344064231474262,1.0,58.397579193115234,1,
2026-07-23_11-00-26.mp4,12,0,0,0.0,0.0,0.0,92.757080078125,0,
2026-06-30_15-39-28.mp4,12,2,2,0.31896949921433804,0.3109278623096531,1.0,53.93572235107422,1,
2026-07-05_08-03-04.mp4,12,0,0,0.0,0.0,0.0,79.04200744628906,0,
2026-07-10_21-59-43.mp4,12,2,1,0.37347272898371425,0.2293065484294073,0.0,33.632354736328125,1,
2026-07-10_20-05-02.mp4,12,0,0,0.0,0.0,0.0,42.682044982910156,0,
2026-07-10_15-53-49.mp4,12,0,0,0.0,0.0,0.0,18.18299674987793,0,
2026-07-02_21-47-15.mp4,12,4,4,0.22106319531382024,0.2094881501382915,0.25,30.205331802368164,1,
2026-07-13_07-07-54.mp4,12,0,0,0.0,0.0,0.0,20.00153160095215,0,
2026-07-08_17-03-59.mp4,12,3,1,0.2740180147020049,0.1397235414203503,0.0,40.398929595947266,1,
2026-07-23_17-58-39.mp4,12,4,4,0.4852670217256066,0.43431860114225523,1.0,27.36847496032715,1,
2026-07-12_19-44-22.mp4,12,0,0,0.0,0.0,0.0,112.74549865722656,0,
2026-07-07_00-58-41.mp4,12,0,0,0.0,0.0,0.0,18.07953453063965,0,
2026-07-26_05-24-04.mp4,12,0,0,0.0,0.0,0.0,35.716941833496094,0,
2026-07-16_20-14-24.mp4,12,0,0,0.0,0.0,0.0,120.2607192993164,0,
2026-07-24_14-54-46.mp4,12,0,0,0.0,0.0,0.0,35.21767807006836,0,
2026-07-23_20-08-47.mp4,12,0,0,0.0,0.0,0.0,175.82518005371094,0,
2026-07-18_17-52-48.mp4,12,0,0,0.0,0.0,0.0,22.3344669342041,0,
2026-07-15_18-25-37.mp4,12,0,0,0.0,0.0,0.0,15.96430778503418,0,
2026-07-12_07-18-57.mp4,12,1,1,0.2862184034036917,0.2862184034036917,1.0,24.48602867126465,1,
2026-07-14_05-56-55.mp4,12,0,0,0.0,0.0,0.0,47.069576263427734,0,
2026-07-06_18-21-54.mp4,11,0,0,0.0,0.0,0.0,15.490471839904785,0,
2026-07-23_01-48-26.mp4,12,0,0,0.0,0.0,0.0,27.33385467529297,0,
2026-07-06_19-08-17.mp4,12,0,0,0.0,0.0,0.0,23.92745018005371,0,
2026-07-05_04-38-07.mp4,12,0,0,0.0,0.0,0.0,45.97787857055664,0,
2026-07-15_16-05-02.mp4,12,0,0,0.0,0.0,0.0,25.795894622802734,0,
2026-07-09_20-06-57.mp4,12,0,0,0.0,0.0,0.0,14.642677307128906,0,
2026-07-10_18-35-14.mp4,12,3,3,0.24765111071735346,0.21507862566968816,0.3333333333333333,80.85774993896484,1,
2026-07-05_04-56-01.mp4,12,0,0,0.0,0.0,0.0,49.0152587890625,0,
2026-07-21_15-43-23.mp4,12,0,0,0.0,0.0,0.0,22.203155517578125,0,
2026-07-01_12-05-45.mp4,12,2,0,0.160716020486906,0.15890771500592613,0.0,56.891788482666016,0,
2026-07-25_20-24-34.mp4,12,0,0,0.0,0.0,0.0,40.16412353515625,0,
2026-07-23_17-04-46.mp4,12,0,0,0.0,0.0,0.0,20.865440368652344,0,
2026-07-08_17-26-17.mp4,12,0,0,0.0,0.0,0.0,18.995281219482422,0,
2026-07-14_05-57-31.mp4,12,0,0,0.0,0.0,0.0,90.6220932006836,0,
2026-07-24_11-44-06.mp4,12,0,0,0.0,0.0,0.0,36.327850341796875,0,
2026-07-25_19-46-28.mp4,12,0,0,0.0,0.0,0.0,31.793230056762695,0,
2026-07-06_01-29-23.mp4,12,0,0,0.0,0.0,0.0,70.18710327148438,0,
2026-06-30_12-45-43.mp4,12,0,0,0.0,0.0,0.0,36.07355880737305,0,
2026-07-25_18-10-47.mp4,12,2,2,0.5873341240416013,0.5702222155926013,0.0,45.40254211425781,1,
2026-07-23_20-09-34.mp4,12,0,0,0.0,0.0,0.0,17.196935653686523,0,
2026-07-06_00-44-54.mp4,12,1,0,0.14038690777421436,0.14038690777421436,0.0,26.53131103515625,0,
2026-07-11_08-56-05.mp4,12,0,0,0.0,0.0,0.0,23.334436416625977,0,
2026-07-13_07-22-42.mp4,12,7,6,0.3514502156537125,0.20406055337187276,1.0,38.22129440307617,1,
2026-07-11_16-58-18.mp4,12,2,1,0.5412627492852566,0.3003841451233226,0.0,51.82178497314453,1,
2026-07-02_18-06-20.mp4,12,0,0,0.0,0.0,0.0,69.87156677246094,0,
2026-07-10_16-25-30.mp4,12,1,1,0.17720561110301483,0.17720561110301483,1.0,130.88885498046875,1,
2026-07-06_00-12-48.mp4,12,1,1,0.19915897027418666,0.19915897027418666,0.0,44.69902038574219,1,
2026-07-03_03-37-30.mp4,12,0,0,0.0,0.0,0.0,8.746783256530762,0,
2026-07-13_07-10-38.mp4,12,1,1,0.554590100219111,0.554590100219111,0.0,95.03783416748047,1,
2026-07-15_20-24-06.mp4,12,1,0,0.11594203088800606,0.11594203088800606,0.0,33.6331787109375,0,
2026-07-05_16-17-58.mp4,12,0,0,0.0,0.0,0.0,29.15300178527832,0,
2026-07-05_05-52-05.mp4,12,0,0,0.0,0.0,0.0,39.50370788574219,0,
2026-07-10_19-06-28.mp4,12,0,0,0.0,0.0,0.0,80.83651733398438,0,
2026-07-25_17-54-11.mp4,12,0,0,0.0,0.0,0.0,20.921966552734375,0,
2026-07-10_05-19-37.mp4,12,1,1,0.302533379270139,0.302533379270139,0.0,29.171293258666992,1,
2026-07-06_23-34-12.mp4,12,1,0,0.16950612938921192,0.16950612938921192,0.0,38.351104736328125,0,
