file,cry_prob,cry_any_prob,face_rate,mouth_open_max,eye_open_min,label_crying,error
2026-06-30_22-30-55.mp4,0.0003110917750746012,0.0005764702800661325,0.0,0.0,1.0,0,
2026-07-22_15-11-20.mp4,0.00013528592535294592,0.0005518533871509135,0.0,0.0,1.0,0,
2026-07-09_10-54-20.mp4,0.00029311925754882395,0.0008344038506038487,0.0,0.0,1.0,0,
2026-07-03_05-08-42.mp4,0.0003551752888597548,0.0003551752888597548,0.0,0.0,1.0,0,
2026-07-14_19-39-43.mp4,0.0007936637266539037,0.004370831418782473,0.0,0.0,1.0,0,
2026-07-08_01-41-58.mp4,0.00017386412946507335,0.00125324132386595,0.0,0.0,1.0,0,
2026-07-05_04-39-07.mp4,0.00013406774087343365,0.0007391906692646444,0.0,0.0,1.0,0,
2026-07-10_08-25-17.mp4,0.0006693510804325342,0.002432188717648387,0.0,0.0,1.0,0,
2026-07-10_13-43-02.mp4,0.0009187750983983278,0.004013741854578257,0.0,0.0,1.0,0,
2026-07-03_12-57-19.mp4,0.0001717442210065201,0.0007233041687868536,0.0,0.0,1.0,0,
2026-07-10_17-41-21.mp4,0.001543952152132988,0.005361548624932766,0.0,0.0,1.0,0,
2026-07-01_23-44-26.mp4,0.00017459878290537745,0.0014813386369496584,0.0,0.0,1.0,0,
2026-07-09_20-02-45.mp4,0.0006060630548745394,0.003478528233245015,0.0,0.0,1.0,0,
2026-07-04_21-37-53.mp4,0.00023272632097359747,0.0007691049831919372,0.0,0.0,1.0,0,
2026-07-21_12-26-37.mp4,0.00028900738107040524,0.0009238419006578624,0.0,0.0,1.0,0,
2026-07-05_08-50-28.mp4,0.0001379597670165822,0.0007569700828753412,0.0,0.0,1.0,0,
2026-07-20_22-59-51.mp4,0.000219846231630072,0.0016585601260885596,0.0,0.0,1.0,0,
2026-07-23_16-30-17.mp4,0.0004317745042499155,0.00153696711640805,0.0,0.0,1.0,0,
2026-07-08_14-17-00.mp4,0.0012749350862577558,0.006936250254511833,0.0,0.0,1.0,0,
2026-07-11_22-47-47.mp4,0.0002892047050409019,0.001963244518265128,0.0,0.0,1.0,0,
2026-07-05_12-53-32.mp4,4.5657976443180814e-05,0.000725900346878916,0.0,0.0,1.0,0,
2026-07-04_03-14-07.mp4,0.00023465386766474694,0.0006225146353244781,0.0,0.0,1.0,0,
2026-07-22_21-21-30.mp4,0.00046849975478835404,0.001090356265194714,0.0,0.0,1.0,0,
2026-07-11_02-08-52.mp4,0.001104988157749176,0.00484895147383213,0.0,0.0,1.0,0,
2026-07-24_11-44-30.mp4,0.0013118945062160492,0.003111178521066904,0.0,0.0,1.0,0,
2026-07-04_01-28-59.mp4,0.0008297006716020405,0.002874423051252961,0.0,0.0,1.0,0,
2026-07-23_16-33-41.mp4,0.0004219021648168564,0.0021612080745399,0.0,0.0,1.0,0,
2026-07-02_03-28-28.mp4,0.00012732585310004652,0.0004534263862296939,0.0,0.0,1.0,0,
2026-07-10_07-19-36.mp4,0.0018794010393321514,0.006364667788147926,0.0,0.0,1.0,0,
2026-07-03_13-42-00.mp4,0.00035006279358640313,0.0012455300893634558,0.0,0.0,1.0,0,
2026-07-08_20-28-32.mp4,0.00041201498243026435,0.002100664423778653,0.0,0.0,1.0,0,
2026-07-05_13-24-32.mp4,0.00030629945104010403,0.0011236864374950528,0.0,0.0,1.0,0,
2026-07-02_22-02-44.mp4,0.0003145890950690955,0.0009379086550325155,0.0,0.0,1.0,0,
2026-07-03_19-51-30.mp4,0.001172150718048215,0.006236328277736902,0.0,0.0,1.0,0,
2026-07-02_00-33-19.mp4,0.00018140632892027497,0.0008950158953666687,0.0,0.0,1.0,0,
2026-07-14_04-52-43.mp4,0.0004260264686308801,0.0017426435369998217,0.0,0.0,1.0,0,
2026-07-07_07-21-55.mp4,0.00020703805785160512,0.0011690848041325808,0.0,0.0,1.0,0,
2026-07-05_02-32-35.mp4,0.00036670855479314923,0.0008232189575210214,0.0,0.0,1.0,0,
2026-07-12_15-51-19.mp4,0.0001521290250821039,0.000371828064089641,0.0,0.0,1.0,0,
2026-07-05_02-22-41.mp4,0.00017372725415043533,0.0008318531326949596,0.0,0.0,1.0,0,
2026-07-09_16-19-35.mp4,0.00042607748764567077,0.0023304703645408154,0.0,0.0,1.0,0,
2026-07-08_00-06-41.mp4,0.012533354572951794,0.036422234028577805,0.0,0.0,1.0,0,
2026-07-17_12-08-29.mp4,0.000530095596332103,0.0020910087041556835,0.0,0.0,1.0,0,
2026-07-02_07-06-57.mp4,0.0009585556690581143,0.0024362795520573854,0.0,0.0,1.0,0,
2026-07-14_19-34-19.mp4,0.00012591898848768324,0.0002583251625765115,0.0,0.0,1.0,0,
2026-07-01_18-55-25.mp4,0.000529374519828707,0.0008424664847552776,0.0,0.0,1.0,0,
2026-07-03_22-51-04.mp4,0.0320155955851078,0.17165549099445343,0.0,0.0,1.0,0,
2026-07-04_08-57-10.mp4,0.000532030186150223,0.0021490934304893017,0.0,0.0,1.0,0,
2026-07-19_18-28-09.mp4,0.001043454627506435,0.0034467133227735758,0.0,0.0,1.0,0,
2026-07-25_11-11-51.mp4,0.005010790657252073,0.02885131724178791,0.0,0.0,1.0,0,
2026-07-05_11-45-33.mp4,0.0003869705833494663,0.0021757599897682667,0.0,0.0,1.0,0,
